ENVIRONMENTAL PROTECTION DEPARTMENT,,,,,,,,,,,,,,,
"HONG KONG SPECIAL ADMINISTRATIVE REGION, CHINA",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Hourly API (1 November 1999 - 30 November 1999),,,,,,,,,,,,,,,
Note: 1. The EPD has been reporting API for individual stations on an hourly basis since 1 July 1999.,,,,,,,,,,,,,,,
           2. Empty cells mean that API data are not available for that period.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,Roadside API,,,General API,,,,,,,,,,
Date,Hour,Causeway Bay,Central,Mong Kok,Central/Western,Eastern,Kwai Chung,Kwun Tong,Sha Tin,Sham Shui Po,Tai Po,Tap Mun,Tsuen Wan,Tung Chung,Yuen Long
,22,69,56,55,54,49,51,50,,52,53,34,,,59
,23,68,55,54,54,49,50,50,,51,52,33,,,58
29/11/1999,0,68,54,53,53,48,48,49,,50,51,31,,,57
,1,67,54,52,52,45,46,47,,48,49,30,,,55
,2,67,54,52,51,42,45,45,,47,48,30,,,54
,3,67,53,51,51,41,43,44,,45,46,29,,,54
,4,67,54,50,50,39,42,43,,44,,30,,,54
,5,67,54,50,49,38,41,42,,43,,30,,,53
,6,67,54,49,47,38,41,42,,42,,30,,,53
,7,67,55,48,47,38,40,42,,41,,31,,,53
,8,67,56,48,47,38,41,42,,41,,31,,,53
,9,68,57,49,47,39,41,43,,41,,32,,,53
,10,68,59,49,47,38,41,43,,42,,32,,,
,11,69,60,49,48,39,41,44,,42,,33,,,
,12,69,61,49,48,39,42,42,,42,,34,,,
,13,70,63,50,49,40,42,43,,43,,36,,,
,14,70,65,50,49,41,43,43,,43,,38,,,
,15,71,67,50,50,42,45,44,,44,,39,,,
,16,72,70,59,50,42,47,45,45,46,,39,49,,
,17,73,72,55,51,43,48,47,46,47,,37,50,,
,18,73,74,52,51,43,49,48,48,49,,37,51,,
,19,74,75,53,52,44,50,49,49,50,,38,52,,
,20,75,76,54,52,44,50,50,50,50,,39,52,,
,21,75,78,54,52,44,50,50,50,51,,40,52,,
,22,76,79,54,53,45,51,51,51,51,,40,53,,
,23,76,80,55,53,46,51,51,51,51,,41,,,
30/11/1999,0,77,80,55,53,46,51,51,51,51,,42,,64,
,1,78,81,56,53,46,51,51,51,51,,42,,63,
,2,78,81,57,53,47,51,51,52,52,,43,,62,
,3,79,82,58,54,47,51,52,52,52,,44,,62,
,4,80,82,58,54,48,52,52,52,52,,45,,61,
,5,81,83,59,54,48,52,52,53,53,,45,,61,58
,6,81,84,59,54,49,52,52,53,53,,46,,60,58
,7,82,85,60,55,50,52,53,53,53,,47,,60,58
,8,83,86,60,55,50,52,53,53,53,56,47,,60,58
,9,83,87,61,55,50,53,53,53,53,56,48,,60,59
,10,82,86,61,55,51,53,53,53,53,56,48,,60,59
,11,83,86,61,55,51,53,53,53,53,57,49,,60,60
,12,81,85,61,54,51,52,52,53,53,57,49,,60,60
,13,80,83,61,54,51,52,52,53,53,56,49,,61,60
,14,78,82,60,53,50,52,52,52,53,55,48,,61,60
,15,78,82,61,54,50,61,52,51,54,55,48,,61,61
,16,80,83,58,55,52,68,63,51,62,54,49,,60,63
,17,82,85,78,60,60,69,75,51,66,56,49,,61,64
,18,85,87,67,61,63,62,62,52,60,57,50,,62,65
,19,86,89,64,58,54,57,62,53,59,58,50,,63,66
,20,87,90,66,59,55,58,63,55,60,59,50,,64,67
,21,87,91,67,60,56,59,65,56,61,60,51,,65,69
,22,88,92,70,61,56,60,67,58,63,61,52,,67,71
,23,89,94,72,62,57,63,68,59,64,63,52,67,68,73
