ENVIRONMENTAL PROTECTION DEPARTMENT,,,,,,,,,,,,,,,
"HONG KONG SPECIAL ADMINISTRATIVE REGION, CHINA",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Hourly API (1 September 1999 - 30 September 1999),,,,,,,,,,,,,,,
Note: 1. The EPD has been reporting API for individual stations on an hourly basis since 1 July 1999.,,,,,,,,,,,,,,,
           2. Empty cells mean that API data are not available for that period.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,Roadside API,,,General API,,,,,,,,,,
Date,Hour,Causeway Bay,Central,Mong Kok,Central/Western,Eastern,Kwai Chung,Kwun Tong,Sha Tin,Sham Shui Po,Tai Po,Tap Mun,Tsuen Wan,Tung Chung,Yuen Long
,20,65,53,43,39,25,37,47,28,32,29,26,35,42,34
,21,65,52,42,38,25,37,47,28,32,28,26,34,42,35
,22,64,51,42,38,26,37,47,27,31,29,25,34,42,35
,23,64,52,42,37,26,37,47,27,31,29,27,33,42,35
22/09/1999,0,64,52,43,37,26,37,46,26,31,29,25,32,42,35
,1,64,52,43,36,26,37,46,26,31,29,27,32,42,35
,2,64,53,43,36,27,36,46,28,32,29,28,31,42,36
,3,64,52,43,35,27,36,46,28,32,30,30,31,43,37
,4,64,52,44,35,28,36,45,27,33,31,29,31,44,38
,5,64,52,44,35,29,36,45,28,33,31,31,31,45,40
,6,64,52,44,36,30,36,45,27,34,32,31,32,46,41
,7,65,53,45,37,30,37,45,28,35,33,32,32,48,43
,8,65,55,46,38,31,38,45,30,36,33,35,33,48,44
,9,66,56,47,39,32,40,45,32,38,34,37,34,50,46
,10,66,56,49,40,33,41,46,39,39,36,40,35,51,48
,11,65,57,50,41,34,42,47,45,40,38,40,38,53,49
,12,65,58,50,42,35,42,47,53,41,39,42,37,54,50
,13,64,59,51,45,36,43,48,57,42,40,,48,67,51
,14,63,61,53,47,37,44,49,54,43,42,41,45,65,52
,15,63,64,54,47,38,45,50,44,45,43,43,45,68,53
,16,63,67,55,47,40,47,51,42,46,45,42,41,57,53
,17,63,69,57,48,41,48,52,43,48,46,40,42,58,53
,18,64,71,58,48,42,50,52,44,50,47,39,44,58,54
,19,64,72,59,48,43,50,53,46,50,49,40,45,58,55
,20,64,73,60,49,44,51,53,47,51,50,41,46,59,55
,21,64,74,61,50,45,52,54,48,52,51,42,47,59,56
,22,64,74,62,50,46,52,54,50,52,52,42,49,59,57
,23,64,75,62,51,46,52,55,50,52,52,43,50,60,57
23/09/1999,0,64,75,63,,47,53,55,51,53,52,44,50,60,57
,1,64,76,63,,48,53,56,51,53,53,45,51,61,58
,2,64,76,63,,49,53,56,51,54,53,45,51,61,58
,3,64,77,63,,49,54,56,52,54,53,46,51,61,58
,4,65,77,63,,49,54,56,52,54,53,46,52,61,58
,5,65,78,63,,49,54,57,52,54,53,46,52,61,58
,6,65,79,63,,50,54,58,52,55,53,46,52,61,59
,7,65,79,63,,50,54,58,52,55,54,47,52,61,59
,8,65,79,64,,50,54,59,53,55,54,47,52,61,59
,9,65,79,64,,50,54,60,53,56,54,47,53,61,59
,10,66,80,64,,50,54,60,53,56,54,48,53,60,59
,11,65,79,64,,50,54,59,53,56,54,48,53,59,59
,12,65,78,64,,50,54,58,53,56,54,52,53,59,60
,13,66,77,63,,50,54,57,53,56,54,55,53,69,60
,14,66,75,62,,50,54,57,53,56,54,54,53,82,60
,15,67,74,62,,50,54,56,53,56,54,56,53,76,60
,16,68,72,63,,50,54,57,53,56,54,56,53,85,60
,17,68,72,63,,50,54,58,54,56,55,56,53,63,60
,18,69,72,64,,51,54,59,54,56,55,51,53,58,60
,19,70,73,64,,51,54,58,54,57,56,51,54,58,60
,20,70,73,65,,51,55,58,54,57,56,50,54,58,61
,21,72,73,65,,51,55,58,55,57,56,50,54,58,61
,22,73,74,66,,51,56,58,55,57,57,50,54,58,61
,23,74,74,66,,51,56,58,56,58,57,50,54,58,62
24/09/1999,0,75,75,67,,52,57,58,56,58,57,50,55,59,62
,1,76,75,68,,52,57,59,56,59,58,50,55,59,63
,2,76,75,68,,52,57,62,57,59,58,51,55,59,63
,3,77,77,68,,52,58,62,57,59,58,51,55,60,63
,4,77,77,68,,52,58,63,57,59,58,51,56,60,63
,5,77,77,68,57,53,58,62,57,59,58,51,56,60,63
,6,78,77,69,56,53,58,61,57,59,59,51,56,60,63
,7,78,77,69,57,53,58,61,57,59,59,51,56,60,63
,8,78,77,70,58,53,58,61,57,59,59,51,56,60,63
,9,78,77,70,58,53,57,61,57,59,59,51,56,60,63
,10,80,76,70,58,53,58,61,57,59,58,51,56,60,63
,11,80,76,69,58,53,58,63,57,60,58,51,56,60,63
,12,80,77,70,59,53,58,,57,60,58,53,56,60,63
,13,80,77,71,58,54,58,,57,60,58,53,56,59,62
,14,81,77,71,59,54,58,,57,60,58,55,57,58,62
,15,80,77,71,59,53,58,,57,60,58,55,57,58,62
,16,80,77,71,59,54,58,,57,60,58,56,57,57,62
,17,80,77,71,59,54,58,,57,61,58,59,57,57,62
,18,81,76,71,59,54,58,,57,61,58,59,57,57,61
,19,81,76,71,59,54,57,,57,61,58,58,57,57,61
,20,80,76,71,59,54,57,68,56,61,58,55,56,57,61
,21,80,76,71,59,54,56,70,56,60,57,57,56,57,61
,22,80,76,71,59,54,56,71,55,60,57,53,56,57,60
,23,79,75,72,59,54,55,72,55,60,57,53,56,57,60
25/09/1999,0,79,74,71,58,54,55,72,55,60,57,52,56,56,60
,1,79,74,71,58,55,55,71,55,60,58,52,56,56,60
,2,78,74,71,58,55,55,70,55,60,58,52,56,56,61
,3,79,72,72,58,55,55,71,55,60,58,52,57,56,61
,4,79,72,72,58,55,55,71,55,60,58,52,57,56,61
,5,79,72,72,58,55,55,71,54,60,59,52,57,56,61
,6,78,71,71,58,55,55,71,54,60,58,52,57,56,61
,7,78,70,71,58,54,55,72,54,60,58,52,57,56,61
,8,78,70,70,57,54,55,72,54,59,58,52,57,56,61
,9,77,69,69,57,54,55,72,54,59,58,52,57,56,61
,10,75,69,68,57,53,55,71,54,59,58,52,56,57,62
,11,75,68,67,57,53,54,70,54,58,59,51,56,57,62
,12,74,68,66,56,53,54,69,53,58,59,51,56,57,62
,13,72,67,64,56,52,54,69,53,58,59,,56,57,63
,14,72,67,63,56,52,54,69,53,57,59,51,56,58,63
,15,71,66,61,56,52,53,68,53,57,59,52,56,58,64
,16,70,65,60,56,52,53,67,53,57,59,52,56,58,64
,17,69,65,58,55,51,53,65,53,56,59,52,56,58,64
,18,68,64,58,55,51,53,64,53,56,59,51,56,58,64
,19,67,62,57,55,50,53,63,53,55,58,51,55,58,64
,20,67,62,57,54,50,53,61,53,55,58,51,55,58,63
,21,66,60,57,54,50,52,59,52,55,58,51,54,58,63
,22,65,59,56,54,49,52,58,52,54,58,51,54,58,63
,23,64,58,56,54,49,52,57,52,54,57,51,53,58,62
26/09/1999,0,64,57,56,53,49,51,55,51,53,56,50,52,57,62
,1,63,56,55,53,48,50,54,51,52,55,49,51,57,61
,2,62,54,54,52,48,49,52,50,52,54,48,51,57,60
,3,61,53,54,51,47,47,51,48,51,53,48,49,56,59
,4,60,53,53,50,47,46,51,47,50,53,47,47,56,59
,5,59,52,53,49,,44,50,46,49,52,46,46,56,59
,6,58,51,52,48,,43,49,45,48,52,45,45,55,58
,7,57,50,51,46,,42,48,43,46,51,44,44,55,58
,8,56,49,50,44,,40,46,41,44,51,44,42,55,57
,9,54,48,49,42,,39,45,40,42,50,43,41,54,56
,10,54,47,46,41,,37,44,37,39,49,42,38,54,55
,11,53,46,45,39,,35,43,36,38,46,40,37,53,53
,12,52,45,44,37,,35,43,34,36,45,39,36,52,52
,13,52,44,42,36,,33,42,33,35,44,39,34,50,50
,14,51,44,42,35,,32,42,32,34,43,38,33,48,48
,15,51,43,41,34,,32,42,30,34,42,42,32,46,47
,16,52,42,40,33,,32,41,29,33,40,43,31,44,45
,17,52,42,39,32,,31,41,28,33,39,40,32,44,44
,18,52,42,39,31,,30,41,31,32,38,47,33,43,43
,19,53,42,40,37,,30,41,29,34,,47,33,42,41
,20,54,42,40,38,,30,41,32,34,,38,34,44,40
,21,56,42,40,39,,30,42,32,35,,41,35,44,39
,22,56,42,40,31,,32,41,29,33,,41,36,46,39
,23,56,42,40,29,,32,41,29,32,,35,35,39,39
27/09/1999,0,56,42,40,29,,32,41,29,32,,45,36,38,38
,1,56,42,40,37,,32,41,42,33,,47,36,37,37
,7,63,49,45,31,,38,48,25,40,,29,45,34,38
,8,64,51,47,33,,39,50,27,42,,29,46,33,39
,9,65,52,50,34,,40,52,27,44,,32,47,32,39
,10,67,49,51,36,35,37,48,31,42,33,38,43,32,37
,11,65,49,51,37,35,37,49,32,43,33,39,43,32,38
,12,66,50,52,37,35,38,49,33,44,34,46,43,37,41
,13,68,50,52,38,36,38,50,33,44,34,48,43,48,44
,14,68,50,52,38,37,39,50,33,45,35,33,43,52,46
,15,68,50,52,38,37,39,49,34,45,36,32,43,45,46
,16,67,49,52,38,37,39,49,33,44,36,31,42,46,47
,17,67,49,52,38,37,39,49,33,44,36,31,41,44,47
,18,67,48,52,37,36,39,48,32,43,35,30,40,40,46
,19,66,47,51,36,35,38,48,31,42,34,29,39,40,45
,20,66,46,50,35,34,37,47,30,40,33,29,38,38,43
,21,65,45,49,35,33,36,46,29,38,32,29,36,38,41
,22,64,44,48,33,32,34,45,28,37,31,29,34,37,40
,23,64,43,47,33,32,33,44,27,36,30,29,33,35,38
28/09/1999,0,64,43,48,33,32,33,44,27,36,30,29,32,35,36
,1,63,42,46,31,30,32,43,26,35,29,28,31,34,35
,2,63,41,45,30,29,31,43,24,33,28,27,31,33,34
,3,63,40,44,29,28,30,43,23,32,26,26,31,32,32
,4,62,40,42,28,27,29,43,22,31,24,25,31,32,31
,5,62,39,41,27,26,29,42,21,29,23,24,30,31,29
,6,62,38,40,26,25,28,40,20,29,22,24,29,30,28
,7,62,37,39,26,24,27,39,19,28,22,23,28,30,28
,8,62,35,38,25,24,26,38,17,27,20,22,27,30,27
,9,61,34,37,23,23,26,36,16,25,20,22,27,31,26
,10,60,33,36,23,23,25,34,15,25,19,21,26,30,24
,11,59,32,35,22,22,24,33,14,24,19,22,26,28,22
,12,58,30,35,22,22,23,32,14,24,19,23,25,27,20
,13,58,29,34,22,21,22,32,15,24,18,23,25,25,17
,14,57,29,34,21,21,22,31,16,23,16,23,25,23,14
,15,57,29,34,21,20,20,30,14,23,15,21,25,21,15
,16,57,29,34,21,20,20,29,11,23,15,22,25,19,15
,17,57,29,34,20,20,20,29,11,23,14,22,25,16,15
,18,57,29,34,21,19,20,28,11,23,14,22,24,15,15
,19,57,30,34,21,19,20,28,11,23,14,22,24,15,15
,20,57,30,34,21,19,20,28,11,23,14,22,24,15,15
,21,58,31,34,21,20,21,28,13,24,15,22,24,15,16
,22,59,31,35,22,20,21,29,12,25,15,23,24,16,16
,23,59,32,36,22,21,22,29,15,26,17,23,24,16,17
29/09/1999,0,60,33,36,23,21,23,30,15,26,17,22,25,17,18
,1,61,33,37,24,22,24,30,14,27,17,22,25,17,20
,2,61,34,38,24,22,24,31,15,28,18,22,26,21,21
,3,61,34,38,24,22,24,31,15,28,18,22,26,17,21
,4,61,34,38,24,22,25,31,15,28,19,21,26,18,22
,5,61,34,37,24,22,25,32,15,28,19,21,26,18,23
,6,61,33,37,24,21,24,32,15,28,20,21,26,18,24
,7,61,34,38,24,22,25,32,16,28,22,22,26,18,25
,9,61,35,39,25,23,25,34,17,29,24,22,26,19,28
,10,62,36,39,26,23,26,34,18,30,24,24,26,21,28
,11,63,36,39,26,24,26,35,18,30,24,25,27,22,30
,12,64,37,39,26,23,29,35,25,31,24,30,28,24,38
,14,65,39,39,27,24,37,35,27,31,27,38,31,29,37
,15,66,39,40,29,25,44,37,21,33,27,41,39,39,39
,16,67,40,40,29,25,45,40,23,34,27,41,41,36,41
,17,67,40,41,29,25,46,41,23,36,28,38,36,29,42
,18,68,41,41,30,25,39,42,24,37,30,31,37,30,43
,19,68,42,42,31,26,40,43,24,37,30,32,38,31,44
,20,68,42,43,32,27,41,44,24,38,30,28,39,33,45
,21,68,43,43,32,27,41,45,25,38,31,23,39,34,46
,22,69,43,43,33,27,42,45,26,38,31,25,40,35,46
,23,69,44,44,33,27,42,45,26,38,31,23,41,35,47
30/09/1999,0,69,44,44,33,27,42,45,27,38,30,22,41,36,47
,1,69,44,44,33,27,41,45,27,37,30,22,41,36,46
,2,69,44,45,33,27,41,45,27,37,29,22,41,36,45
,3,69,44,45,33,27,42,45,27,37,30,22,42,35,46
,4,70,45,45,34,28,42,45,28,38,30,22,42,36,46
,5,70,46,46,34,28,43,46,28,38,30,22,42,36,46
,6,71,46,46,34,29,44,46,29,39,30,23,43,37,45
,7,72,47,47,35,29,44,46,30,39,30,23,43,37,46
,8,72,47,47,35,29,44,47,30,39,30,26,43,37,46
,9,73,47,48,35,29,45,47,31,40,30,31,44,36,46
,10,73,48,49,36,29,45,48,32,40,29,36,44,35,45
,11,73,49,49,36,29,46,49,33,40,29,39,45,37,45
,12,73,49,50,36,30,45,49,35,40,29,43,44,40,42
,13,73,49,50,36,29,44,49,37,40,29,43,45,33,41
,14,73,49,50,37,30,43,50,38,41,30,45,45,34,39
,15,73,49,50,36,29,42,50,35,40,29,47,45,36,38
,16,73,49,51,36,29,41,50,37,40,28,48,45,37,38
,17,72,49,51,35,29,40,49,31,40,28,43,45,33,39
,18,73,49,51,35,29,40,49,31,40,28,40,45,34,40
,19,73,50,51,35,30,40,49,31,40,28,35,45,34,39
,20,73,50,51,34,30,40,49,31,41,29,36,45,33,38
,21,73,50,52,34,30,41,49,31,41,29,35,45,32,38
,22,73,51,53,34,30,41,49,31,41,29,32,46,34,38
,23,73,51,54,34,30,41,49,30,41,29,34,46,32,39
